Hour of First Occurrence Date,Is Crime
"April 17, 2022 at 3 AM",7
"April 17, 2022 at 4 AM",4
"April 17, 2022 at 5 AM",2
"April 17, 2022 at 6 AM",1
"April 17, 2022 at 7 AM",4
"April 17, 2022 at 8 AM",4
"April 17, 2022 at 9 AM",7
"April 17, 2022 at 10 AM",5
"April 17, 2022 at 11 AM",7
"April 17, 2022 at 12 PM",4
"April 17, 2022 at 1 PM",7
"April 17, 2022 at 2 PM",6
"April 17, 2022 at 3 PM",12
"April 17, 2022 at 4 PM",5
"April 17, 2022 at 5 PM",6
"April 17, 2022 at 6 PM",10
"April 17, 2022 at 7 PM",12
"April 17, 2022 at 8 PM",18
"April 17, 2022 at 9 PM",4
"April 17, 2022 at 10 PM",12
"April 17, 2022 at 11 PM",5
"April 18, 2022 at 12 AM",6
"April 18, 2022 at 1 AM",11
"April 18, 2022 at 2 AM",7
"April 18, 2022 at 3 AM",5
"April 18, 2022 at 4 AM",1
"April 18, 2022 at 5 AM",4
"April 18, 2022 at 6 AM",10
"April 18, 2022 at 7 AM",5
"April 18, 2022 at 8 AM",11
"April 18, 2022 at 9 AM",9
"April 18, 2022 at 10 AM",14
"April 18, 2022 at 11 AM",15
"April 18, 2022 at 12 PM",11
"April 18, 2022 at 1 PM",5
"April 18, 2022 at 2 PM",10
"April 18, 2022 at 3 PM",17
"April 18, 2022 at 4 PM",9
"April 18, 2022 at 5 PM",14
"April 18, 2022 at 6 PM",15
"April 18, 2022 at 7 PM",12
"April 18, 2022 at 8 PM",9
"April 18, 2022 at 9 PM",11
"April 18, 2022 at 10 PM",11
"April 18, 2022 at 11 PM",6
"April 19, 2022 at 12 AM",9
"April 19, 2022 at 1 AM",4
"April 19, 2022 at 2 AM",9
"April 19, 2022 at 3 AM",3
"April 19, 2022 at 4 AM",2
"April 19, 2022 at 5 AM",7
"April 19, 2022 at 6 AM",3
"April 19, 2022 at 7 AM",4
"April 19, 2022 at 8 AM",13
"April 19, 2022 at 9 AM",12
"April 19, 2022 at 10 AM",10
"April 19, 2022 at 11 AM",5
"April 19, 2022 at 12 PM",11
"April 19, 2022 at 1 PM",10
"April 19, 2022 at 2 PM",6
"April 19, 2022 at 3 PM",8
"April 19, 2022 at 4 PM",9
"April 19, 2022 at 5 PM",14
"April 19, 2022 at 6 PM",15
"April 19, 2022 at 7 PM",10
"April 19, 2022 at 8 PM",11
"April 19, 2022 at 9 PM",11
"April 19, 2022 at 10 PM",14
"April 19, 2022 at 11 PM",5
"April 20, 2022 at 12 AM",13
"April 20, 2022 at 1 AM",9
"April 20, 2022 at 2 AM",10
"April 20, 2022 at 3 AM",8
"April 20, 2022 at 4 AM",4
"April 20, 2022 at 5 AM",4
"April 20, 2022 at 6 AM",3
"April 20, 2022 at 7 AM",6
"April 20, 2022 at 8 AM",7
"April 20, 2022 at 9 AM",14
"April 20, 2022 at 10 AM",8
"April 20, 2022 at 11 AM",10
"April 20, 2022 at 12 PM",10
"April 20, 2022 at 1 PM",5
"April 20, 2022 at 2 PM",8
"April 20, 2022 at 3 PM",11
"April 20, 2022 at 4 PM",12
"April 20, 2022 at 5 PM",9
"April 20, 2022 at 6 PM",16
"April 20, 2022 at 7 PM",9
"April 20, 2022 at 8 PM",14
"April 20, 2022 at 9 PM",18
"April 20, 2022 at 10 PM",8
"April 20, 2022 at 11 PM",12
"April 21, 2022 at 12 AM",4
"April 21, 2022 at 1 AM",6
"April 21, 2022 at 2 AM",5
"April 21, 2022 at 3 AM",5
"April 21, 2022 at 4 AM",1
"April 21, 2022 at 5 AM",4
"April 21, 2022 at 6 AM",7
"April 21, 2022 at 7 AM",5
"April 21, 2022 at 8 AM",4
"April 21, 2022 at 9 AM",9
"April 21, 2022 at 10 AM",10
"April 21, 2022 at 11 AM",11
"April 21, 2022 at 12 PM",17
"April 21, 2022 at 1 PM",3
"April 21, 2022 at 2 PM",18
"April 21, 2022 at 3 PM",12
"April 21, 2022 at 4 PM",10
"April 21, 2022 at 5 PM",17
"April 21, 2022 at 6 PM",14
"April 21, 2022 at 7 PM",9
"April 21, 2022 at 8 PM",15
"April 21, 2022 at 9 PM",11
"April 21, 2022 at 10 PM",6
"April 21, 2022 at 11 PM",8
"April 22, 2022 at 12 AM",11
"April 22, 2022 at 1 AM",13
"April 22, 2022 at 2 AM",4
"April 22, 2022 at 3 AM",3
"April 22, 2022 at 4 AM",2
"April 22, 2022 at 5 AM",5
"April 22, 2022 at 6 AM",2
"April 22, 2022 at 7 AM",8
"April 22, 2022 at 8 AM",5
"April 22, 2022 at 9 AM",6
"April 22, 2022 at 10 AM",5
"April 22, 2022 at 11 AM",12
"April 22, 2022 at 12 PM",7
"April 22, 2022 at 1 PM",19
"April 22, 2022 at 2 PM",7
"April 22, 2022 at 3 PM",13
"April 22, 2022 at 4 PM",12
"April 22, 2022 at 5 PM",20
"April 22, 2022 at 6 PM",27
"April 22, 2022 at 7 PM",19
"April 22, 2022 at 8 PM",13
"April 22, 2022 at 9 PM",14
"April 22, 2022 at 10 PM",22
"April 22, 2022 at 11 PM",11
"April 23, 2022 at 12 AM",12
"April 23, 2022 at 1 AM",9
"April 23, 2022 at 2 AM",14
"April 23, 2022 at 3 AM",7
"April 23, 2022 at 4 AM",8
"April 23, 2022 at 5 AM",6
"April 23, 2022 at 6 AM",5
"April 23, 2022 at 7 AM",6
"April 23, 2022 at 8 AM",10
"April 23, 2022 at 9 AM",7
"April 23, 2022 at 10 AM",10
"April 23, 2022 at 11 AM",10
"April 23, 2022 at 12 PM",20
"April 23, 2022 at 1 PM",8
"April 23, 2022 at 2 PM",5
"April 23, 2022 at 3 PM",13
"April 23, 2022 at 4 PM",11
"April 23, 2022 at 5 PM",11
"April 23, 2022 at 6 PM",9
"April 23, 2022 at 7 PM",20
"April 23, 2022 at 8 PM",10
"April 23, 2022 at 9 PM",17
"April 23, 2022 at 10 PM",20
"April 23, 2022 at 11 PM",6
"April 24, 2022 at 12 AM",18
"April 24, 2022 at 1 AM",15
"April 24, 2022 at 2 AM",6
"April 24, 2022 at 3 AM",3
"April 24, 2022 at 4 AM",6
"April 24, 2022 at 5 AM",4
"April 24, 2022 at 6 AM",7
"April 24, 2022 at 7 AM",4
"April 24, 2022 at 8 AM",8
"April 24, 2022 at 9 AM",10
"April 24, 2022 at 10 AM",9
"April 24, 2022 at 11 AM",9
"April 24, 2022 at 12 PM",14
"April 24, 2022 at 1 PM",5
"April 24, 2022 at 2 PM",7
"April 24, 2022 at 3 PM",12
"April 24, 2022 at 4 PM",9
"April 24, 2022 at 5 PM",6
"April 24, 2022 at 6 PM",11
"April 24, 2022 at 7 PM",16
"April 24, 2022 at 8 PM",15
"April 24, 2022 at 9 PM",7
"April 24, 2022 at 10 PM",16
"April 24, 2022 at 11 PM",8
"April 25, 2022 at 12 AM",12
"April 25, 2022 at 1 AM",10
"April 25, 2022 at 2 AM",6
"April 25, 2022 at 3 AM",2
"April 25, 2022 at 4 AM",8
"April 25, 2022 at 5 AM",1
"April 25, 2022 at 6 AM",10
"April 25, 2022 at 7 AM",12
"April 25, 2022 at 8 AM",9
"April 25, 2022 at 9 AM",8
"April 25, 2022 at 10 AM",15
"April 25, 2022 at 11 AM",10
"April 25, 2022 at 12 PM",15
"April 25, 2022 at 1 PM",7
"April 25, 2022 at 2 PM",11
"April 25, 2022 at 3 PM",11
"April 25, 2022 at 4 PM",8
"April 25, 2022 at 5 PM",11
"April 25, 2022 at 6 PM",9
"April 25, 2022 at 7 PM",8
"April 25, 2022 at 8 PM",7
"April 25, 2022 at 9 PM",9
"April 25, 2022 at 10 PM",11
"April 25, 2022 at 11 PM",7
"April 26, 2022 at 12 AM",5
"April 26, 2022 at 1 AM",9
"April 26, 2022 at 2 AM",6
"April 26, 2022 at 3 AM",7
"April 26, 2022 at 4 AM",2
"April 26, 2022 at 5 AM",3
"April 26, 2022 at 6 AM",8
"April 26, 2022 at 7 AM",5
"April 26, 2022 at 8 AM",9
"April 26, 2022 at 9 AM",15
"April 26, 2022 at 10 AM",13
"April 26, 2022 at 11 AM",5
"April 26, 2022 at 12 PM",19
"April 26, 2022 at 1 PM",13
"April 26, 2022 at 2 PM",11
"April 26, 2022 at 3 PM",12
"April 26, 2022 at 4 PM",17
"April 26, 2022 at 5 PM",12
"April 26, 2022 at 6 PM",14
"April 26, 2022 at 7 PM",8
"April 26, 2022 at 8 PM",12
"April 26, 2022 at 9 PM",16
"April 26, 2022 at 10 PM",17
"April 26, 2022 at 11 PM",10
"April 27, 2022 at 12 AM",13
"April 27, 2022 at 1 AM",4
"April 27, 2022 at 2 AM",6
"April 27, 2022 at 3 AM",3
"April 27, 2022 at 4 AM",8
"April 27, 2022 at 5 AM",6
"April 27, 2022 at 6 AM",6
"April 27, 2022 at 7 AM",4
"April 27, 2022 at 8 AM",10
"April 27, 2022 at 9 AM",17
"April 27, 2022 at 10 AM",5
"April 27, 2022 at 11 AM",16
"April 27, 2022 at 12 PM",10
"April 27, 2022 at 1 PM",9
"April 27, 2022 at 2 PM",8
"April 27, 2022 at 3 PM",12
"April 27, 2022 at 4 PM",24
"April 27, 2022 at 5 PM",16
"April 27, 2022 at 6 PM",14
"April 27, 2022 at 7 PM",11
"April 27, 2022 at 8 PM",12
"April 27, 2022 at 9 PM",14
"April 27, 2022 at 10 PM",13
"April 27, 2022 at 11 PM",16
"April 28, 2022 at 12 AM",13
"April 28, 2022 at 1 AM",2
"April 28, 2022 at 3 AM",5
"April 28, 2022 at 4 AM",4
"April 28, 2022 at 5 AM",8
"April 28, 2022 at 6 AM",5
"April 28, 2022 at 7 AM",5
"April 28, 2022 at 8 AM",10
"April 28, 2022 at 9 AM",4
"April 28, 2022 at 10 AM",11
"April 28, 2022 at 11 AM",8
"April 28, 2022 at 12 PM",12
"April 28, 2022 at 1 PM",13
"April 28, 2022 at 2 PM",14
"April 28, 2022 at 3 PM",9
"April 28, 2022 at 4 PM",10
"April 28, 2022 at 5 PM",15
"April 28, 2022 at 6 PM",11
"April 28, 2022 at 7 PM",11
"April 28, 2022 at 8 PM",17
"April 28, 2022 at 9 PM",12
"April 28, 2022 at 10 PM",7
"April 28, 2022 at 11 PM",7
"April 29, 2022 at 12 AM",9
"April 29, 2022 at 1 AM",2
"April 29, 2022 at 2 AM",8
"April 29, 2022 at 3 AM",11
"April 29, 2022 at 4 AM",2
"April 29, 2022 at 5 AM",5
"April 29, 2022 at 6 AM",8
"April 29, 2022 at 7 AM",5
"April 29, 2022 at 8 AM",8
"April 29, 2022 at 9 AM",10
"April 29, 2022 at 10 AM",4
"April 29, 2022 at 11 AM",10
"April 29, 2022 at 12 PM",14
"April 29, 2022 at 1 PM",9
"April 29, 2022 at 2 PM",12
"April 29, 2022 at 3 PM",13
"April 29, 2022 at 4 PM",18
"April 29, 2022 at 5 PM",15
"April 29, 2022 at 6 PM",22
"April 29, 2022 at 7 PM",7
"April 29, 2022 at 8 PM",9
"April 29, 2022 at 9 PM",6
"April 29, 2022 at 10 PM",8
"April 29, 2022 at 11 PM",11
"April 30, 2022 at 12 AM",9
"April 30, 2022 at 1 AM",9
"April 30, 2022 at 2 AM",8
"April 30, 2022 at 3 AM",1
"April 30, 2022 at 4 AM",5
"April 30, 2022 at 5 AM",8
"April 30, 2022 at 6 AM",3
"April 30, 2022 at 7 AM",4
"April 30, 2022 at 8 AM",15
"April 30, 2022 at 9 AM",4
"April 30, 2022 at 10 AM",8
"April 30, 2022 at 11 AM",7
"April 30, 2022 at 12 PM",11
"April 30, 2022 at 1 PM",5
"April 30, 2022 at 2 PM",10
"April 30, 2022 at 3 PM",6
"April 30, 2022 at 4 PM",12
"April 30, 2022 at 5 PM",16
"April 30, 2022 at 6 PM",10
"April 30, 2022 at 7 PM",14
"April 30, 2022 at 8 PM",15
"April 30, 2022 at 9 PM",13
"April 30, 2022 at 10 PM",12
"April 30, 2022 at 11 PM",12
"May 1, 2022 at 12 AM",32
"May 1, 2022 at 1 AM",15
"May 1, 2022 at 2 AM",12
"May 1, 2022 at 3 AM",5
"May 1, 2022 at 4 AM",4
"May 1, 2022 at 5 AM",6
"May 1, 2022 at 6 AM",7
"May 1, 2022 at 7 AM",3
"May 1, 2022 at 8 AM",7
"May 1, 2022 at 9 AM",7
"May 1, 2022 at 10 AM",9
"May 1, 2022 at 11 AM",11
"May 1, 2022 at 12 PM",17
"May 1, 2022 at 1 PM",9
"May 1, 2022 at 2 PM",13
"May 1, 2022 at 3 PM",7
"May 1, 2022 at 4 PM",7
"May 1, 2022 at 5 PM",14
"May 1, 2022 at 6 PM",6
"May 1, 2022 at 7 PM",9
"May 1, 2022 at 8 PM",12
"May 1, 2022 at 9 PM",10
"May 1, 2022 at 10 PM",25
"May 1, 2022 at 11 PM",5
"May 2, 2022 at 12 AM",12
"May 2, 2022 at 1 AM",7
"May 2, 2022 at 2 AM",10
"May 2, 2022 at 3 AM",6
"May 2, 2022 at 4 AM",5
"May 2, 2022 at 5 AM",4
"May 2, 2022 at 6 AM",8
"May 2, 2022 at 7 AM",4
"May 2, 2022 at 8 AM",10
"May 2, 2022 at 9 AM",6
"May 2, 2022 at 10 AM",10
"May 2, 2022 at 11 AM",7
"May 2, 2022 at 12 PM",15
"May 2, 2022 at 1 PM",12
"May 2, 2022 at 2 PM",7
"May 2, 2022 at 3 PM",13
"May 2, 2022 at 4 PM",16
"May 2, 2022 at 5 PM",12
"May 2, 2022 at 6 PM",6
"May 2, 2022 at 7 PM",6
"May 2, 2022 at 8 PM",15
"May 2, 2022 at 9 PM",8
"May 2, 2022 at 10 PM",14
"May 2, 2022 at 11 PM",8
"May 3, 2022 at 12 AM",11
"May 3, 2022 at 1 AM",4
"May 3, 2022 at 2 AM",3
"May 3, 2022 at 3 AM",3
"May 3, 2022 at 4 AM",4
"May 3, 2022 at 5 AM",4
"May 3, 2022 at 6 AM",6
"May 3, 2022 at 7 AM",10
"May 3, 2022 at 8 AM",7
"May 3, 2022 at 9 AM",10
"May 3, 2022 at 10 AM",5
"May 3, 2022 at 11 AM",8
"May 3, 2022 at 12 PM",13
"May 3, 2022 at 1 PM",16
"May 3, 2022 at 2 PM",7
"May 3, 2022 at 3 PM",10
"May 3, 2022 at 4 PM",15
"May 3, 2022 at 5 PM",16
"May 3, 2022 at 6 PM",13
"May 3, 2022 at 7 PM",7
"May 3, 2022 at 8 PM",15
"May 3, 2022 at 9 PM",8
"May 3, 2022 at 10 PM",21
"May 3, 2022 at 11 PM",3
"May 4, 2022 at 12 AM",16
"May 4, 2022 at 1 AM",8
"May 4, 2022 at 2 AM",3
"May 4, 2022 at 3 AM",5
"May 4, 2022 at 4 AM",4
"May 4, 2022 at 5 AM",3
"May 4, 2022 at 6 AM",6
"May 4, 2022 at 7 AM",4
"May 4, 2022 at 8 AM",12
"May 4, 2022 at 9 AM",15
"May 4, 2022 at 10 AM",7
"May 4, 2022 at 11 AM",11
"May 4, 2022 at 12 PM",13
"May 4, 2022 at 1 PM",7
"May 4, 2022 at 2 PM",13
"May 4, 2022 at 3 PM",12
"May 4, 2022 at 4 PM",18
"May 4, 2022 at 5 PM",14
"May 4, 2022 at 6 PM",9
"May 4, 2022 at 7 PM",8
"May 4, 2022 at 8 PM",20
"May 4, 2022 at 9 PM",12
"May 4, 2022 at 10 PM",10
"May 4, 2022 at 11 PM",8
"May 5, 2022 at 12 AM",13
"May 5, 2022 at 1 AM",9
"May 5, 2022 at 2 AM",3
"May 5, 2022 at 3 AM",5
"May 5, 2022 at 4 AM",12
"May 5, 2022 at 5 AM",1
"May 5, 2022 at 6 AM",3
"May 5, 2022 at 7 AM",10
"May 5, 2022 at 8 AM",15
"May 5, 2022 at 9 AM",14
"May 5, 2022 at 10 AM",11
"May 5, 2022 at 11 AM",11
"May 5, 2022 at 12 PM",11
"May 5, 2022 at 1 PM",14
"May 5, 2022 at 2 PM",8
"May 5, 2022 at 3 PM",11
"May 5, 2022 at 4 PM",21
"May 5, 2022 at 5 PM",8
"May 5, 2022 at 6 PM",11
"May 5, 2022 at 7 PM",11
"May 5, 2022 at 8 PM",13
"May 5, 2022 at 9 PM",10
"May 5, 2022 at 10 PM",9
"May 5, 2022 at 11 PM",11
"May 6, 2022 at 12 AM",18
"May 6, 2022 at 1 AM",14
"May 6, 2022 at 2 AM",9
"May 6, 2022 at 3 AM",8
"May 6, 2022 at 4 AM",9
"May 6, 2022 at 5 AM",6
"May 6, 2022 at 6 AM",8
"May 6, 2022 at 7 AM",12
"May 6, 2022 at 8 AM",12
"May 6, 2022 at 9 AM",5
"May 6, 2022 at 10 AM",5
"May 6, 2022 at 11 AM",8
"May 6, 2022 at 12 PM",11
"May 6, 2022 at 1 PM",9
"May 6, 2022 at 2 PM",2
"May 6, 2022 at 3 PM",11
"May 6, 2022 at 4 PM",16
"May 6, 2022 at 5 PM",18
"May 6, 2022 at 6 PM",17
"May 6, 2022 at 7 PM",14
"May 6, 2022 at 8 PM",13
"May 6, 2022 at 9 PM",14
"May 6, 2022 at 10 PM",16
"May 6, 2022 at 11 PM",12
"May 7, 2022 at 12 AM",15
"May 7, 2022 at 1 AM",6
"May 7, 2022 at 2 AM",8
"May 7, 2022 at 3 AM",2
"May 7, 2022 at 4 AM",10
"May 7, 2022 at 5 AM",12
"May 7, 2022 at 6 AM",2
"May 7, 2022 at 7 AM",7
"May 7, 2022 at 8 AM",5
"May 7, 2022 at 9 AM",5
"May 7, 2022 at 10 AM",9
"May 7, 2022 at 11 AM",8
"May 7, 2022 at 12 PM",13
"May 7, 2022 at 1 PM",16
"May 7, 2022 at 2 PM",9
"May 7, 2022 at 3 PM",13
"May 7, 2022 at 4 PM",15
"May 7, 2022 at 5 PM",15
"May 7, 2022 at 6 PM",8
"May 7, 2022 at 7 PM",10
"May 7, 2022 at 8 PM",15
"May 7, 2022 at 9 PM",15
"May 7, 2022 at 10 PM",10
"May 7, 2022 at 11 PM",12
"May 8, 2022 at 12 AM",22
"May 8, 2022 at 1 AM",9
"May 8, 2022 at 2 AM",16
"May 8, 2022 at 3 AM",4
"May 8, 2022 at 4 AM",2
"May 8, 2022 at 5 AM",6
"May 8, 2022 at 6 AM",4
"May 8, 2022 at 7 AM",12
"May 8, 2022 at 8 AM",6
"May 8, 2022 at 9 AM",11
"May 8, 2022 at 10 AM",8
"May 8, 2022 at 11 AM",7
"May 8, 2022 at 12 PM",12
"May 8, 2022 at 1 PM",4
"May 8, 2022 at 2 PM",12
"May 8, 2022 at 3 PM",6
"May 8, 2022 at 4 PM",14
"May 8, 2022 at 5 PM",8
"May 8, 2022 at 6 PM",9
"May 8, 2022 at 7 PM",16
"May 8, 2022 at 8 PM",10
"May 8, 2022 at 9 PM",16
"May 8, 2022 at 10 PM",14
"May 8, 2022 at 11 PM",9
"May 9, 2022 at 12 AM",16
"May 9, 2022 at 1 AM",9
"May 9, 2022 at 2 AM",10
"May 9, 2022 at 3 AM",7
"May 9, 2022 at 4 AM",5
"May 9, 2022 at 5 AM",3
"May 9, 2022 at 6 AM",10
"May 9, 2022 at 7 AM",12
"May 9, 2022 at 8 AM",11
"May 9, 2022 at 9 AM",9
"May 9, 2022 at 10 AM",10
"May 9, 2022 at 11 AM",9
"May 9, 2022 at 12 PM",14
"May 9, 2022 at 1 PM",15
"May 9, 2022 at 2 PM",7
"May 9, 2022 at 3 PM",11
"May 9, 2022 at 4 PM",11
"May 9, 2022 at 5 PM",15
"May 9, 2022 at 6 PM",10
"May 9, 2022 at 7 PM",10
"May 9, 2022 at 8 PM",11
"May 9, 2022 at 9 PM",5
"May 9, 2022 at 10 PM",11
"May 9, 2022 at 11 PM",2
"May 10, 2022 at 12 AM",12
"May 10, 2022 at 1 AM",7
"May 10, 2022 at 2 AM",4
"May 10, 2022 at 3 AM",6
"May 10, 2022 at 4 AM",2
"May 10, 2022 at 5 AM",3
"May 10, 2022 at 6 AM",6
"May 10, 2022 at 7 AM",8
"May 10, 2022 at 8 AM",14
"May 10, 2022 at 9 AM",10
"May 10, 2022 at 10 AM",8
"May 10, 2022 at 11 AM",3
"May 10, 2022 at 12 PM",18
"May 10, 2022 at 1 PM",6
"May 10, 2022 at 2 PM",15
"May 10, 2022 at 3 PM",18
"May 10, 2022 at 4 PM",7
"May 10, 2022 at 5 PM",15
"May 10, 2022 at 6 PM",17
"May 10, 2022 at 7 PM",13
"May 10, 2022 at 8 PM",9
"May 10, 2022 at 9 PM",8
"May 10, 2022 at 10 PM",7
"May 10, 2022 at 11 PM",6
"May 11, 2022 at 12 AM",12
"May 11, 2022 at 1 AM",10
"May 11, 2022 at 2 AM",6
"May 11, 2022 at 3 AM",3
"May 11, 2022 at 4 AM",6
"May 11, 2022 at 5 AM",8
"May 11, 2022 at 6 AM",1
"May 11, 2022 at 7 AM",10
"May 11, 2022 at 8 AM",8
"May 11, 2022 at 9 AM",13
"May 11, 2022 at 10 AM",8
"May 11, 2022 at 11 AM",17
"May 11, 2022 at 12 PM",9
"May 11, 2022 at 1 PM",19
"May 11, 2022 at 2 PM",13
"May 11, 2022 at 3 PM",15
"May 11, 2022 at 4 PM",13
"May 11, 2022 at 5 PM",10
"May 11, 2022 at 6 PM",20
"May 11, 2022 at 7 PM",11
"May 11, 2022 at 8 PM",13
"May 11, 2022 at 9 PM",10
"May 11, 2022 at 10 PM",9
"May 11, 2022 at 11 PM",6
"May 12, 2022 at 12 AM",17
"May 12, 2022 at 1 AM",8
"May 12, 2022 at 2 AM",6
"May 12, 2022 at 3 AM",7
"May 12, 2022 at 4 AM",4
"May 12, 2022 at 5 AM",5
"May 12, 2022 at 6 AM",10
"May 12, 2022 at 7 AM",5
"May 12, 2022 at 8 AM",11
"May 12, 2022 at 9 AM",8
"May 12, 2022 at 10 AM",7
"May 12, 2022 at 11 AM",11
"May 12, 2022 at 12 PM",17
"May 12, 2022 at 1 PM",11
"May 12, 2022 at 2 PM",12
"May 12, 2022 at 3 PM",21
"May 12, 2022 at 4 PM",11
"May 12, 2022 at 5 PM",14
"May 12, 2022 at 6 PM",23
"May 12, 2022 at 7 PM",15
"May 12, 2022 at 8 PM",20
"May 12, 2022 at 9 PM",14
"May 12, 2022 at 10 PM",16
"May 12, 2022 at 11 PM",17
"May 13, 2022 at 12 AM",22
"May 13, 2022 at 1 AM",10
"May 13, 2022 at 2 AM",7
"May 13, 2022 at 3 AM",2
"May 13, 2022 at 4 AM",5
"May 13, 2022 at 5 AM",2
"May 13, 2022 at 6 AM",9
"May 13, 2022 at 7 AM",7
"May 13, 2022 at 8 AM",7
"May 13, 2022 at 9 AM",9
"May 13, 2022 at 10 AM",6
"May 13, 2022 at 11 AM",19
"May 13, 2022 at 12 PM",15
"May 13, 2022 at 1 PM",12
"May 13, 2022 at 2 PM",7
"May 13, 2022 at 3 PM",18
"May 13, 2022 at 4 PM",9
"May 13, 2022 at 5 PM",13
"May 13, 2022 at 6 PM",19
"May 13, 2022 at 7 PM",12
"May 13, 2022 at 8 PM",20
"May 13, 2022 at 9 PM",15
"May 13, 2022 at 10 PM",10
"May 13, 2022 at 11 PM",14
"May 14, 2022 at 12 AM",16
"May 14, 2022 at 1 AM",22
"May 14, 2022 at 2 AM",17
"May 14, 2022 at 3 AM",5
"May 14, 2022 at 4 AM",8
"May 14, 2022 at 5 AM",5
"May 14, 2022 at 6 AM",2
"May 14, 2022 at 7 AM",7
"May 14, 2022 at 8 AM",9
"May 14, 2022 at 9 AM",8
"May 14, 2022 at 10 AM",10
"May 14, 2022 at 11 AM",10
"May 14, 2022 at 12 PM",15
"May 14, 2022 at 1 PM",13
"May 14, 2022 at 2 PM",8
"May 14, 2022 at 3 PM",8
"May 14, 2022 at 4 PM",13
"May 14, 2022 at 5 PM",11
"May 14, 2022 at 6 PM",14
"May 14, 2022 at 7 PM",8
"May 14, 2022 at 8 PM",19
"May 14, 2022 at 9 PM",8
"May 14, 2022 at 10 PM",7
"May 14, 2022 at 11 PM",8
"May 15, 2022 at 12 AM",19
"May 15, 2022 at 1 AM",16
"May 15, 2022 at 2 AM",13
"May 15, 2022 at 3 AM",10
"May 15, 2022 at 4 AM",7
"May 15, 2022 at 5 AM",10
"May 15, 2022 at 6 AM",5
"May 15, 2022 at 7 AM",5
"May 15, 2022 at 8 AM",7
"May 15, 2022 at 9 AM",14
"May 15, 2022 at 10 AM",10
"May 15, 2022 at 11 AM",12
"May 15, 2022 at 12 PM",11
"May 15, 2022 at 1 PM",6
"May 15, 2022 at 2 PM",11
"May 15, 2022 at 3 PM",6
"May 15, 2022 at 4 PM",12
"May 15, 2022 at 5 PM",8
"May 15, 2022 at 6 PM",9
"May 15, 2022 at 7 PM",10
"May 15, 2022 at 8 PM",15
"May 15, 2022 at 9 PM",21
"May 15, 2022 at 10 PM",16
"May 15, 2022 at 11 PM",7
"May 16, 2022 at 12 AM",19
"May 16, 2022 at 1 AM",9
"May 16, 2022 at 2 AM",6
"May 16, 2022 at 3 AM",6
"May 16, 2022 at 4 AM",9
"May 16, 2022 at 5 AM",13
"May 16, 2022 at 6 AM",6
"May 16, 2022 at 7 AM",4
"May 16, 2022 at 8 AM",19
"May 16, 2022 at 9 AM",7
"May 16, 2022 at 10 AM",8
"May 16, 2022 at 11 AM",11
"May 16, 2022 at 12 PM",21
"May 16, 2022 at 1 PM",17
"May 16, 2022 at 2 PM",16
"May 16, 2022 at 3 PM",7
"May 16, 2022 at 4 PM",12
"May 16, 2022 at 5 PM",10
"May 16, 2022 at 6 PM",13
"May 16, 2022 at 7 PM",12
"May 16, 2022 at 8 PM",6
"May 16, 2022 at 9 PM",7
"May 16, 2022 at 10 PM",15
"May 16, 2022 at 11 PM",7
"May 17, 2022 at 12 AM",5
"May 17, 2022 at 1 AM",15
"May 17, 2022 at 2 AM",12
"May 17, 2022 at 3 AM",1
"May 17, 2022 at 4 AM",2
"May 17, 2022 at 5 AM",6
"May 17, 2022 at 6 AM",6
"May 17, 2022 at 7 AM",3
"May 17, 2022 at 8 AM",7
"May 17, 2022 at 9 AM",9
"May 17, 2022 at 10 AM",9
"May 17, 2022 at 11 AM",10
"May 17, 2022 at 12 PM",14
"May 17, 2022 at 1 PM",13
"May 17, 2022 at 2 PM",13
"May 17, 2022 at 3 PM",17
"May 17, 2022 at 4 PM",15
"May 17, 2022 at 5 PM",12
"May 17, 2022 at 6 PM",19
"May 17, 2022 at 7 PM",18
"May 17, 2022 at 8 PM",14
"May 17, 2022 at 9 PM",9
"May 17, 2022 at 10 PM",19
"May 17, 2022 at 11 PM",6
"May 18, 2022 at 12 AM",6
"May 18, 2022 at 1 AM",10
"May 18, 2022 at 2 AM",2
"May 18, 2022 at 3 AM",7
"May 18, 2022 at 4 AM",5
"May 18, 2022 at 5 AM",3
"May 18, 2022 at 6 AM",6
"May 18, 2022 at 7 AM",10
"May 18, 2022 at 8 AM",16
"May 18, 2022 at 9 AM",10
"May 18, 2022 at 10 AM",8
"May 18, 2022 at 11 AM",7
"May 18, 2022 at 12 PM",16
"May 18, 2022 at 1 PM",9
"May 18, 2022 at 2 PM",17
"May 18, 2022 at 3 PM",6
"May 18, 2022 at 4 PM",16
"May 18, 2022 at 5 PM",15
"May 18, 2022 at 6 PM",13
"May 18, 2022 at 7 PM",12
"May 18, 2022 at 8 PM",14
"May 18, 2022 at 9 PM",18
"May 18, 2022 at 10 PM",10
"May 18, 2022 at 11 PM",17
"May 19, 2022 at 12 AM",13
"May 19, 2022 at 1 AM",5
"May 19, 2022 at 2 AM",4
"May 19, 2022 at 3 AM",3
"May 19, 2022 at 4 AM",5
"May 19, 2022 at 5 AM",7
"May 19, 2022 at 6 AM",7
"May 19, 2022 at 7 AM",2
"May 19, 2022 at 8 AM",14
"May 19, 2022 at 9 AM",10
"May 19, 2022 at 10 AM",11
"May 19, 2022 at 11 AM",5
